web-scraper-order,web-scraper-start-url,date,swell_size,time,water_surface,fun-factor-0,fun-factor-1,fun-factor-2,fun-factor-3,fun-factor-4
"1610737641-3140","https://www.wblivesurf.com/reports/page/468/","03.19.2012","Swell Size: Thigh/Occ. Bigger","10:06 AM / BY: sageisland","Water Surface: Glassy","ratingCell","null","null","null","null"
"1610737983-5033","https://www.wblivesurf.com/reports/page/350/","11.30.2015","Swell Size: Knee/Thigh High","12:16 PM / BY: sageisland","Water Surface: Light Chop","ratingCell","null","null","null","null"
"1610739123-9494","https://www.wblivesurf.com/reports/page/71/","03.05.2020","Swell Size: Flat/Shin High","12:08 PM / BY: surfreports","Water Surface: Semi clean","null","null","null","null","null"
"1610739262-10038","https://www.wblivesurf.com/reports/page/37/","08.19.2020","Swell Size: Thigh-Waist High/Maybe Bigger?","9:20 AM / BY: surfreports","Water Surface: Bumpy","ratingCell half","null","null","null","null"
"1610737892-4599","https://www.wblivesurf.com/reports/page/377/","05.06.2015","Swell Size: Thigh/Waist/Bigger Sets","4:20 PM / BY: sageisland","Water Surface: Bumpy","ratingCell","ratingCell","null","null","null"
"1610737975-4977","https://www.wblivesurf.com/reports/page/353/","11.18.2015","Swell Size: Waist/Stomach","9:52 AM / BY: sageisland","Water Surface: Choppy/Drifty","ratingCell","ratingCell half","null","null","null"
"1610737323-1367","https://www.wblivesurf.com/reports/page/579/","05.26.2008","Swell Size: Knee/Occ. Thigh","12:37 PM / BY: sageisland","Water Surface: Light Bump","ratingCell half","null","null","null","null"
"1610739293-10178","https://www.wblivesurf.com/reports/page/28/","09.25.2020","null","10:20 AM / BY: surfreports","null","ratingCell half","null","null","null","null"
"1610738010-5158","https://www.wblivesurf.com/reports/page/342/","01.16.2016","Swell Size: Waist/Occ. Stomach","12:07 PM / BY: sageisland","Water Surface: Glassy","ratingCell","ratingCell","ratingCell half","null","null"
"1610737589-2838","https://www.wblivesurf.com/reports/page/487/","09.01.2010","Swell Size: Chest/Head High plus","5:13 PM / BY: sageisland","Water Surface: Choppy","ratingCell","ratingCell half","null","null","null"
"1610739099-9377","https://www.wblivesurf.com/reports/page/78/","02.07.2020","Swell Size: Thigh-Stomach High Maybe Bigger","3:47 PM / BY: surfreports","Water Surface: Bumpy/Drift","ratingCell","ratingCell half","null","null","null"
"1610737668-3303","https://www.wblivesurf.com/reports/page/458/","06.29.2012","Swell Size: Knee/Thigh/Occ. Waist","12:40 PM / BY: sageisland","Water Surface: Bumpy","ratingCell","null","null","null","null"
"1610738589-7529","https://www.wblivesurf.com/reports/page/194/","10.23.2018","Swell Size: Flat","12:30 PM / BY: surfreports","Water Surface: clean/glassy","null","null","null","null","null"
"1610738763-8133","https://www.wblivesurf.com/reports/page/156/","03.27.2019","Swell Size: Chest/Head/Bigger Sets","7:20 AM / BY: surfreports","Water Surface: Choppy/Clean Faces","ratingCell","ratingCell","null","null","null"
"1610737576-2750","https://www.wblivesurf.com/reports/page/492/","03.22.2010","Swell Size: Waist/Occ. Chest","3:39 PM / BY: sageisland","Water Surface: Semi-Clean/Light Bump","ratingCell","null","null","null","null"
"1610738852-8476","https://www.wblivesurf.com/reports/page/135/","06.17.2019","Swell Size: Ankle/Shin High","9:00 AM / BY: surfreports","Water Surface: Fairly Clean","ratingCell half","null","null","null","null"
"1610738035-5305","https://www.wblivesurf.com/reports/page/333/","04.14.2016","Swell Size: Thigh Waist/Occ.Stomach","3:36 PM / BY: sageisland","Water Surface: Choppy/drifty","ratingCell","null","null","null","null"
"1610738660-7797","https://www.wblivesurf.com/reports/page/177/","01.02.2019","Swell Size: Knee High","10:08 AM / BY: surfreports","Water Surface: Choppy","null","null","null","null","null"
"1610738002-5114","https://www.wblivesurf.com/reports/page/345/","12.26.2015","Swell Size: Waist/Stomach","12:41 PM / BY: sageisland","Water Surface: Glassy","ratingCell","ratingCell","ratingCell half","null","null"
"1610737770-3900","https://www.wblivesurf.com/reports/page/421/","07.13.2013","Swell Size: Thigh-Waist/Maybe Bigger?","9:10 AM / BY: sageisland","Water Surface: Choppy","ratingCell","ratingCell","null","null","null"
"1610739046-9161","https://www.wblivesurf.com/reports/page/92/","12.11.2019","Swell Size: Thigh/Occ. Bigger","7:19 AM / BY: surfreports","Water Surface: Pretty Clean","ratingCell half","null","null","null","null"
"1610737660-3250","https://www.wblivesurf.com/reports/page/461/","05.27.2012","Swell Size: Stomach/Chest/Occ. Bigger","3:27 PM / BY: sageisland","Water Surface: Light Chop/Clean Faces","ratingCell","ratingCell half","null","null","null"
"1610738335-6649","https://www.wblivesurf.com/reports/page/249/","03.08.2018","Swell Size: Knee/Thigh/Occ. Waist","6:43 AM / BY: surfreports","Water Surface: Clean","ratingCell","null","null","null","null"
"1610739300-10220","https://www.wblivesurf.com/reports/page/26/","09.30.2020","Swell Size: Knee-Thigh High","4:09 PM / BY: surfreports","Water Surface: Clean","ratingCell","ratingCell","null","null","null"
"1610738906-8692","https://www.wblivesurf.com/reports/page/121/","08.14.2019","Swell Size: Knee High","9:11 AM / BY: surfreports","Water Surface: Bumpy","ratingCell half","null","null","null","null"
"1610737660-3254","https://www.wblivesurf.com/reports/page/461/","05.26.2012","Swell Size: Chest//Head High Sets/Occ. Bigger","3:30 PM / BY: sageisland","Water Surface: Choppy/Drifty/Sloppy","ratingCell","ratingCell half","null","null","null"
"1610738355-6732","https://www.wblivesurf.com/reports/page/244/","03.27.2018","Swell Size: Thigh/Waist","10:06 AM / BY: surfreports","Water Surface: Choppy/Drift","ratingCell","null","null","null","null"
"1610738657-7775","https://www.wblivesurf.com/reports/page/178/","12.30.2018","Swell Size: Knee High","3:47 PM / BY: surfreports","Water Surface: Light Bump","null","null","null","null","null"
"1610738759-8118","https://www.wblivesurf.com/reports/page/157/","03.22.2019","Swell Size: Shin/Knee High","3:59 PM / BY: surfreports","Water Surface: Clean","ratingCell half","null","null","null","null"
"1610738046-5357","https://www.wblivesurf.com/reports/page/329/","05.17.2016","Swell Size: Knee/Thigh High","3:37 PM / BY: sageisland","Water Surface: Light Bump","ratingCell","null","null","null","null"
"1610737456-2055","https://www.wblivesurf.com/reports/page/536/","12.12.2008","Swell Size: Waist-Chest","12:27 PM / BY: sageisland","Water Surface: Glassy","ratingCell","ratingCell half","null","null","null"
"1610737364-1606","https://www.wblivesurf.com/reports/page/564/","07.24.2008","Swell Size: Knee High","4:28 PM / BY: sageisland","Water Surface: Choppy","ratingCell half","null","null","null","null"
"1610738511-7278","https://www.wblivesurf.com/reports/page/209/","08.18.2018","Swell Size: Knee/Thigh High","7:01 AM / BY: surfreports","Water Surface: light texture","ratingCell half","null","null","null","null"
"1610737867-4451","https://www.wblivesurf.com/reports/page/386/","02.11.2015","Swell Size: Waist-Stomach/Occ. Bigger","3:42 PM / BY: sageisland","Water Surface: Light Bump","ratingCell","ratingCell","ratingCell","null","null"
"1610738100-5592","https://www.wblivesurf.com/reports/page/315/","08.28.2016","Swell Size: Thigh/Waist/Rare Bigger","12:48 PM / BY: sageisland","Water Surface: Light Bump","ratingCell","ratingCell","null","null","null"
"1610737094-340","https://www.wblivesurf.com/reports/page/643/","09.19.2007","Swell Size: Waist-Chest","4:27 PM / BY: sageisland","Water Surface: Choppy","ratingCell","null","null","null","null"
"1610737614-2984","https://www.wblivesurf.com/reports/page/478/","09.07.2011","Swell Size: Waist/Chest/Occ. Bigger","7:02 AM / BY: sageisland","Water Surface: Light Texture/Bump","ratingCell","ratingCell half","null","null","null"
"1610737475-2164","https://www.wblivesurf.com/reports/page/529/","03.08.2009","Swell Size: Knee/Thigh/Occ. Waist","10:16 AM / BY: sageisland","Water Surface: Semi-Clean","ratingCell","null","null","null","null"
"1610739080-9307","https://www.wblivesurf.com/reports/page/83/","01.16.2020","Swell Size: Knee-Thigh High","10:06 AM / BY: surfreports","Water Surface: Glassy","ratingCell","null","null","null","null"
"1610737364-1611","https://www.wblivesurf.com/reports/page/564/","07.23.2008","Swell Size: Knee/ Maybe thigh","1:13 PM / BY: sageisland","Water Surface: Choppy","ratingCell half","null","null","null","null"
"1610737530-2477","https://www.wblivesurf.com/reports/page/509/","09.05.2009","Swell Size: Knee/Thigh/Occ. Waist","6:53 AM / BY: sageisland","Water Surface: Light Bump","ratingCell","null","null","null","null"
"1610737911-4710","https://www.wblivesurf.com/reports/page/370/","07.09.2015","Swell Size: Knee/Occ. Thigh High","6:28 AM / BY: sageisland","Water Surface: Pretty Clean/Light Texture","ratingCell","null","null","null","null"
"1610737614-2978","https://www.wblivesurf.com/reports/page/478/","09.08.2011","Swell Size: Waist/Chest/Occ. Bigger","12:29 PM / BY: sageisland","Water Surface: Glassy","ratingCell","ratingCell half","null","null","null"
"1610737619-3014","https://www.wblivesurf.com/reports/page/476/","11.09.2011","Swell Size: Stomach/Shoulder/Occ. Head High","9:54 AM / BY: sageisland","Water Surface: Light Bump/Inside Chop","ratingCell","ratingCell half","null","null","null"
"1610737633-3096","https://www.wblivesurf.com/reports/page/471/","02.04.2012","Swell Size: Thigh/Waist High","3:32 PM / BY: sageisland","Water Surface: Clean","ratingCell","null","null","null","null"
"1610738273-6413","https://www.wblivesurf.com/reports/page/263/","01.14.2018","Swell Size: Thigh/Waist/Occ. Stomach","7:28 AM / BY: surfreports","Water Surface: Light Chop","ratingCell","ratingCell half","null","null","null"
"1610739169-9702","https://www.wblivesurf.com/reports/page/58/","05.27.2020","Swell Size: Stomach-Chest High","1:00 PM / BY: surfreports","Water Surface: Choppy","ratingCell","ratingCell half","null","null","null"
"1610739293-10179","https://www.wblivesurf.com/reports/page/28/","09.25.2020","Swell Size: Knee/Thigh/Rare Bigger","7:07 AM / BY: surfreports","Water Surface: Light Onshore Bump","ratingCell half","null","null","null","null"
"1610737775-3930","https://www.wblivesurf.com/reports/page/419/","08.04.2013","Swell Size: Thigh/Waist/Occ. Stomach","6:26 AM / BY: sageisland","Water Surface: Clean","ratingCell","ratingCell","ratingCell half","null","null"
"1610738770-8169","https://www.wblivesurf.com/reports/page/154/","04.03.2019","Swell Size: Knee/Thigh/Occ. Bigger","7:16 AM / BY: surfreports","Water Surface: Glassy","ratingCell","ratingCell half","null","null","null"
"1610737182-852","https://www.wblivesurf.com/reports/page/611/","01.29.2008","Swell Size: Knee/Thigh High","9:47 AM / BY: sageisland","Water Surface: Light Texture","ratingCell half","null","null","null","null"
"1610737411-1860","https://www.wblivesurf.com/reports/page/548/","09.28.2008","Swell Size: Waist/Stomach/Occ. Bigger","1:10 PM / BY: sageisland","Water Surface: Light Bump","ratingCell","ratingCell half","null","null","null"
"1610737608-2952","https://www.wblivesurf.com/reports/page/480/","04.12.2011","Swell Size: Waist/Chest","9:51 AM / BY: sageisland","Water Surface: Choppy/Clean Faces","ratingCell","ratingCell half","null","null","null"
"1610737916-4741","https://www.wblivesurf.com/reports/page/368/","07.30.2015","Swell Size: Thigh/Waist/Occ. Stomach","3:59 PM / BY: sageisland","Water Surface: Semi-Clean/Light Chop","ratingCell","ratingCell","null","null","null"
"1610737742-3732","https://www.wblivesurf.com/reports/page/431/","04.27.2013","Swell Size: Knee/Thigh/Occ. Waist","6:53 AM / BY: sageisland","Water Surface: light texture","ratingCell","ratingCell half","null","null","null"
"1610737988-5066","https://www.wblivesurf.com/reports/page/348/","12.08.2015","Swell Size: Knee/Thigh/Occ. Waist","3:18 PM / BY: sageisland","Water Surface: Clean","ratingCell","ratingCell","null","null","null"
"1610739252-9984","https://www.wblivesurf.com/reports/page/40/","08.08.2020","Swell Size: Knee-Thigh High","4:15 PM / BY: surfreports","Water Surface: Fairly Clean","ratingCell half","null","null","null","null"
"1610738204-6180","https://www.wblivesurf.com/reports/page/278/","11.11.2017","Swell Size: Thigh/Waist/Occ Bigger","3:31 PM / BY: surfreports","Water Surface: Light Bump/Drift","ratingCell","ratingCell half","null","null","null"
"1610738114-5669","https://www.wblivesurf.com/reports/page/310/","09.23.2016","Swell Size: Thigh/Waist","7:10 AM / BY: sageisland","Water Surface: Choppy","ratingCell","ratingCell half","null","null","null"
"1610738027-5250","https://www.wblivesurf.com/reports/page/336/","03.25.2016","Swell Size: Waist/Stomach","3:35 PM / BY: sageisland","Water Surface: Chop/Drift","ratingCell","ratingCell","null","null","null"
"1610739113-9440","https://www.wblivesurf.com/reports/page/74/","02.24.2020","Swell Size: Knee/Occ. Thigh","7:17 AM / BY: surfreports","Water Surface: Glassy","ratingCell half","null","null","null","null"
"1610737845-4318","https://www.wblivesurf.com/reports/page/394/","09.24.2014","Swell Size: Waist-Chest High/Maybe Bigger?","9:10 AM / BY: sageisland","Water Surface: Fairly Clean","ratingCell","ratingCell","ratingCell half","null","null"
"1610739234-9916","https://www.wblivesurf.com/reports/page/45/","07.16.2020","Swell Size: Flat/Shin High","3:11 PM / BY: surfreports","Water Surface: Light Bump","null","null","null","null","null"
"1610738614-7628","https://www.wblivesurf.com/reports/page/188/","11.15.2018","Swell Size: Head High","3:41 PM / BY: surfreports","Water Surface: Light Texture","ratingCell","ratingCell","ratingCell","null","null"
"1610737725-3644","https://www.wblivesurf.com/reports/page/437/","03.16.2013","Swell Size: Knee/Thigh High","3:55 PM / BY: sageisland","Water Surface: Choppy","ratingCell","null","null","null","null"
"1610739080-9308","https://www.wblivesurf.com/reports/page/83/","01.16.2020","Swell Size: Knee/Thigh/Occ. Bigger","7:13 AM / BY: surfreports","Water Surface: Glassy","ratingCell","null","null","null","null"
"1610738970-8932","https://www.wblivesurf.com/reports/page/106/","10.15.2019","Swell Size: Shin/Maybe Knee High","3:31 PM / BY: surfreports","Water Surface: Semi-Clean","ratingCell half","null","null","null","null"
"1610737127-529","https://www.wblivesurf.com/reports/page/631/","11.07.2007","Swell Size: Knee/Occ. Bigger","6:29 AM / BY: sageisland","Water Surface: Light Chop","ratingCell half","null","null","null","null"
"1610738454-7074","https://www.wblivesurf.com/reports/page/222/","06.26.2018","Swell Size: Ankle/Shin High","6:23 AM / BY: surfreports","Water Surface: Clean","null","null","null","null","null"
"1610738816-8328","https://www.wblivesurf.com/reports/page/144/","05.13.2019","Swell Size: Thigh/Waist","10:02 AM / BY: surfreports","Water Surface: Clean","ratingCell","ratingCell","ratingCell half","null","null"
"1610738098-5576","https://www.wblivesurf.com/reports/page/316/","08.21.2016","Swell Size: Knee/Thigh High","9:47 AM / BY: sageisland","Water Surface: Clean","ratingCell","null","null","null","null"
"1610738994-9038","https://www.wblivesurf.com/reports/page/99/","11.15.2019","Swell Size: Waist/Occ. Stomach","6:56 AM / BY: surfreports","Water Surface: Pretty Clean","ratingCell","null","null","null","null"
"1610737739-3711","https://www.wblivesurf.com/reports/page/432/","04.23.2013","Swell Size: Thigh-Waist/Occ. Bigger Sets","12:46 PM / BY: sageisland","Water Surface: Lightly Textured","ratingCell","ratingCell","ratingCell half","null","null"
"1610738605-7583","https://www.wblivesurf.com/reports/page/190/","11.11.2018","Swell Size: Thigh/Waist/Occ. Stomach","6:49 AM / BY: surfreports","Water Surface: Light Bump/Clean Faces","ratingCell","ratingCell half","null","null","null"
