,web-scraper-order,web-scraper-start-url,date,swell_size,time,water_surface,total_rating
1961,1610738318-6581,https://www.wblivesurf.com/reports/page/253/,02.21.2018,Swell Size: knee/thigh/occ+,7:20 AM / BY: surfreports,Water Surface: clean/light texture,0.5
1962,1610737662-3274,https://www.wblivesurf.com/reports/page/460/,05.30.2012,Swell Size: Waist/Stomach/Occ. Chest,6:27 AM / BY: sageisland,Water Surface: Windy/Choppy/Sloppy,1.0
1963,1610739127-9513,https://www.wblivesurf.com/reports/page/70/,03.08.2020,Swell Size: Knee-Thigh High/Occ. Bigger,3:51 PM / BY: surfreports,Water Surface: Some Chop,1.0
1964,1610737864-4435,https://www.wblivesurf.com/reports/page/387/,01.16.2015,Swell Size: Thigh-Waist High,1:07 PM / BY: sageisland,Water Surface: Clean,2.5
1965,1610739245-9964,https://www.wblivesurf.com/reports/page/42/,07.28.2020,Swell Size: Knee-Thigh High ShoreBreak,3:41 PM / BY: surfreports,Water Surface: Glassy,0.5
1966,1610737302-1241,https://www.wblivesurf.com/reports/page/587/,05.04.2008,Swell Size: Knee High,6:47 AM / BY: sageisland,Water Surface: Glassy,0.5
1967,1610738463-7103,https://www.wblivesurf.com/reports/page/220/,07.04.2018,Swell Size: Knee-Thigh High,3:41 PM / BY: surfreports,Water Surface: Bumpy,1.5
1968,1610737372-1660,https://www.wblivesurf.com/reports/page/561/,08.02.2008,Swell Size: Maybe Knee,6:26 AM / BY: sageisland,Water Surface: Semi-Clean,0.5
1969,1610737695-3453,https://www.wblivesurf.com/reports/page/448/,10.29.2012,Swell Size: Knee/Thigh/Occ. Bigger,3:47 PM / BY: sageisland,Water Surface: Clean/strong offshore texture,1.0
1970,1610738545-7382,https://www.wblivesurf.com/reports/page/203/,09.09.2018,Swell Size: hip/waist/occ+,7:04 AM / BY: surfreports,Water Surface: glassy,2.0
1971,1610737894-4619,https://www.wblivesurf.com/reports/page/376/,05.11.2015,Swell Size: Thigh/Waist/Occ. Stomach,6:37 AM / BY: sageisland,Water Surface: Pretty Clean,2.5
1972,1610738381-6822,https://www.wblivesurf.com/reports/page/238/,04.21.2018,Swell Size: Knee/Thigh High,3:56 PM / BY: surfreports,Water Surface: Choppy/Drift,0.5
1973,1610737176-818,https://www.wblivesurf.com/reports/page/613/,01.21.2008,Swell Size: Knee/Thigh High/Building,9:49 AM / BY: sageisland,Water Surface: Choppy,0.5
1974,1610737589-2829,https://www.wblivesurf.com/reports/page/487/,09.18.2010,Swell Size: Stomach/Chest/Bigger Sets,9:33 AM / BY: sageisland,Water Surface: Light Texture,1.5
1975,1610738732-8002,https://www.wblivesurf.com/reports/page/164/,02.24.2019,Swell Size: Knee/Thigh/ Shore Break,7:09 AM / BY: surfreports,Water Surface: Clean/Foggy,0.5
1976,1610737559-2664,https://www.wblivesurf.com/reports/page/498/,12.03.2009,Swell Size: Stomach/Chest High/Bigger Sets,6:57 AM / BY: sageisland,Water Surface: Clean/Bouncy,1.5
1977,1610737797-4045,https://www.wblivesurf.com/reports/page/411/,10.16.2013,Swell Size: Thigh-Waist High/Rare Bigger,10:09 AM / BY: sageisland,Water Surface: Light Tecture,2.0
1978,1610737288-1151,https://www.wblivesurf.com/reports/page/592/,04.18.2008,Swell Size: Knee/Thigh High,6:53 AM / BY: sageisland,Water Surface: Glassy/Light Texture,0.5
1979,1610737772-3905,https://www.wblivesurf.com/reports/page/420/,07.31.2013,Swell Size: Waist/Stomach/Occ. Bigger?,6:14 AM / BY: sageisland,Water Surface: Clean,2.5
1980,1610738109-5630,https://www.wblivesurf.com/reports/page/312/,09.15.2016,Swell Size: Waist/Stomach High,7:09 AM / BY: sageisland,Water Surface: Choppy/Wobbly,1.5
1981,1610737870-4474,https://www.wblivesurf.com/reports/page/385/,02.22.2015,Swell Size: Waist/Stomach/Occ. Chest,7:06 AM / BY: sageisland,Water Surface: Light Bump/Clean Faces,3.0
1982,1610737359-1565,https://www.wblivesurf.com/reports/page/566/,07.17.2008,Swell Size: Knee/Thigh/Occ. Bigger,1:10 PM / BY: sageisland,Water Surface: choppy,0.5
1983,1610738183-6071,https://www.wblivesurf.com/reports/page/285/,05.25.2017,Swell Size: Waist-Stomach High/Occ. Bigger,4:09 PM / BY: sageisland,Water Surface: Choppy/Semi-clean faces,2.0
1984,1610738703-7920,https://www.wblivesurf.com/reports/page/169/,02.04.2019,Swell Size: Knee/Thigh High,12:20 PM / BY: surfreports,Water Surface: Choppy,0.5
1985,1610737919-4749,https://www.wblivesurf.com/reports/page/367/,08.09.2015,Swell Size: Knee/Occ. Thigh High,12:30 PM / BY: sageisland,Water Surface: Bumpy,1.0
1986,1610738198-6142,https://www.wblivesurf.com/reports/page/280/,11.05.2017,Swell Size: Knee/Thigh/Rare Waist High?,10:02 AM / BY: surfreports,Water Surface: Clean,1.0
1987,1610737939-4780,https://www.wblivesurf.com/reports/page/366/,08.10.2015,Swell Size: Knee/Thigh/Occ. Bigger,6:25 AM / BY: sageisland,Water Surface: Light Bump,1.0
1988,1610737307-1267,https://www.wblivesurf.com/reports/page/585/,05.10.2008,Swell Size: Knee/Thigh/Bigger?,12:26 PM / BY: sageisland,Water Surface: Glassy,0.5
1989,1610737916-4734,https://www.wblivesurf.com/reports/page/368/,08.01.2015,Swell Size: Thigh/Waist/Occ. Bigger,12:38 PM / BY: sageisland,Water Surface: Light Chop,2.5
1990,1610738008-5143,https://www.wblivesurf.com/reports/page/343/,01.07.2016,Swell Size: Waist/Chest High/Occ. Head??,3:39 PM / BY: sageisland,Water Surface: Light Bump/Clean Faces,3.0
1991,1610738646-7735,https://www.wblivesurf.com/reports/page/181/,12.16.2018,Swell Size: Thigh/Waist/Occ. Stomach,7:19 AM / BY: surfreports,Water Surface: Clean,2.0
1992,1610737892-4602,https://www.wblivesurf.com/reports/page/377/,05.05.2015,Swell Size: Knee-Thigh High,10:00 AM / BY: sageisland,Water Surface: Pretty Clean,1.0
1993,1610738428-6979,https://www.wblivesurf.com/reports/page/228/,06.01.2018,Swell Size: Knee/Thigh/Occ. Waist High,12:26 PM / BY: surfreports,Water Surface: Light Onshore Bump,1.0
1994,1610737570-2720,https://www.wblivesurf.com/reports/page/494/,03.03.2010,Swell Size: Thigh-Waist High Shorebreak,10:15 AM / BY: sageisland,Water Surface: Glassy,1.0
1995,1610737160-717,https://www.wblivesurf.com/reports/page/619/,12.27.2007,Swell Size: Knee High,7:13 AM / BY: sageisland,Water Surface: Glassy,0.5
1996,1610738935-8787,https://www.wblivesurf.com/reports/page/115/,09.09.2019,Swell Size: Flat,3:23 PM / BY: surfreports,Water Surface: Choppy,0.0
1997,1610737486-2230,https://www.wblivesurf.com/reports/page/525/,04.02.2009,Swell Size: Thigh/Stomach High/Bigger Sets?,7:11 AM / BY: sageisland,Water Surface: Semi-Clean/Foggy,1.5
1998,1610737356-1555,https://www.wblivesurf.com/reports/page/567/,07.10.2008,Swell Size: Knee/Thigh/Occ. Bigger,6:14 AM / BY: sageisland,Water Surface: Light Texture,0.5
1999,1610738136-5795,https://www.wblivesurf.com/reports/page/302/,11.12.2016,Swell Size: Thigh/Waist/Occ. Stomach?,12:51 PM / BY: sageisland,Water Surface: Choppy,1.5
2000,1610738943-8828,https://www.wblivesurf.com/reports/page/113/,09.15.2019,Swell Size: Waist / Stomach / Occ bigger,4:07 PM / BY: surfreports,Water Surface: Light Bump,2.5
2001,1610738027-5255,https://www.wblivesurf.com/reports/page/336/,03.19.2016,Swell Size: Knee/Thigh/Occ. Waist High,9:59 AM / BY: sageisland,Water Surface: Sideshore Texture,1.0
2002,1610737679-3369,https://www.wblivesurf.com/reports/page/454/,09.04.2012,Swell Size: Waist/Stomach/Occ. Bigger,4:19 PM / BY: sageisland,Water Surface: Light Sideshore Bump,1.0
2003,1610738432-7000,https://www.wblivesurf.com/reports/page/227/,06.04.2018,Swell Size: Shin/Maybe Knee High,9:55 AM / BY: surfreports,Water Surface: Semi-Clean,0.5
2004,1610737950-4839,https://www.wblivesurf.com/reports/page/362/,09.20.2015,Swell Size: Thigh/Waist/Occ. Bigger?,6:53 AM / BY: sageisland,Water Surface: Pretty Clean,2.0
2005,1610737124-512,https://www.wblivesurf.com/reports/page/632/,11.04.2007,Swell Size: Waist-Stomach,1:09 PM / BY: sageisland,Water Surface: Glassy,1.5
2006,1610739035-9105,https://www.wblivesurf.com/reports/page/95/,12.01.2019,Swell Size: Knee/Thigh,7:23 AM / BY: surfreports,Water Surface: Light Texture,0.5
2007,1610737527-2467,https://www.wblivesurf.com/reports/page/510/,08.28.2009,Swell Size: Chest/Head High/Bigger Sets,6:29 AM / BY: sageisland,Water Surface: Clean,2.0
2008,1610738073-5527,https://www.wblivesurf.com/reports/page/319/,07.22.2016,Swell Size: Waist/Stomach,12:36 PM / BY: sageisland,Water Surface: Semi-Clean/Light Bump,2.0
2009,1610739106-9408,https://www.wblivesurf.com/reports/page/76/,02.16.2020,Swell Size: Knee/Thigh,7:13 AM / BY: surfreports,Water Surface: Clean,1.0
2010,1610739127-9507,https://www.wblivesurf.com/reports/page/70/,03.10.2020,Swell Size: Knee-Thigh High ShoreBreak,10:08 AM / BY: surfreports,Water Surface: Light Bump,0.5
2011,1610738722-7973,https://www.wblivesurf.com/reports/page/166/,02.15.2019,Swell Size: Knee High,10:10 AM / BY: surfreports,Water Surface: Clean,1.0
2012,1610737165-749,https://www.wblivesurf.com/reports/page/617/,01.07.2008,Swell Size: Knee High,12:17 PM / BY: sageisland,Water Surface: Glassy,0.5
2013,1610739357-10474,https://www.wblivesurf.com/reports/page/10/,12.06.2020,Swell Size: Knee-Thigh High,3:39 PM / BY: surfreports,Water Surface: Light Texture,0.5
2014,1610737750-3775,https://www.wblivesurf.com/reports/page/428/,05.27.2013,Swell Size: Knee-Thigh/Bigger Sets,3:49 PM / BY: sageisland,Water Surface: Light Texture,1.5
2015,1610737837-4277,https://www.wblivesurf.com/reports/page/397/,08.04.2014,Swell Size: Thigh/Occ. Waist,8:52 AM / BY: sageisland,Water Surface: Light Bump,2.0
2016,1610738860-8508,https://www.wblivesurf.com/reports/page/133/,06.25.2019,Swell Size: Knee/Thigh High,9:17 AM / BY: surfreports,Water Surface: Glassy,1.0
2017,1610737427-1954,https://www.wblivesurf.com/reports/page/542/,11.02.2008,Swell Size: Shin/Knee/Rare Bigger,4:23 PM / BY: sageisland,Water Surface: Choppy,0.5
2018,1610737649-3191,https://www.wblivesurf.com/reports/page/465/,04.27.2012,Swell Size: Knee/Waist/Occ. Bigger,9:32 AM / BY: sageisland,Water Surface: Pretty Clean,1.0
2019,1610737597-2883,https://www.wblivesurf.com/reports/page/484/,11.13.2010,Swell Size: Waist/Chest/Occ. Bigger Sets,3:52 PM / BY: sageisland,Water Surface: Light Bump,1.5
2020,1610738286-6466,https://www.wblivesurf.com/reports/page/260/,01.24.2018,Swell Size: Knee/Rare Thigh High?,3:55 PM / BY: surfreports,Water Surface: Light Bump,0.5
2021,1610737124-524,https://www.wblivesurf.com/reports/page/632/,11.01.2007,Swell Size: Waist/Chest/Occ. Bigger,10:52 AM / BY: sageisland,Water Surface: Light Chop,1.5
2022,1610738155-5910,https://www.wblivesurf.com/reports/page/295/,02.04.2017,Swell Size: Waist/Stomach,10:08 AM / BY: sageisland,Water Surface: Choppy/Drifty,1.5
2023,1610737146-641,https://www.wblivesurf.com/reports/page/624/,12.01.2007,Swell Size: knee-thigh,4:09 PM / BY: sageisland,Water Surface: choppy,0.5
2024,1610738523-7313,https://www.wblivesurf.com/reports/page/207/,08.25.2018,Swell Size: Knee-Thigh High/Rare Bigger,9:23 AM / BY: surfreports,Water Surface: Bumpy,1.5
2025,1610738894-8646,https://www.wblivesurf.com/reports/page/124/,08.01.2019,Swell Size: Knee High,3:31 PM / BY: surfreports,Water Surface: light texture,0.5
2026,1610737897-4622,https://www.wblivesurf.com/reports/page/375/,05.30.2015,Swell Size: Thigh/Waist,10:01 AM / BY: sageisland,Water Surface: Clean,2.0
2027,1610739039-9120,https://www.wblivesurf.com/reports/page/94/,12.05.2019,Swell Size: Flat,10:06 AM / BY: surfreports,Water Surface: Glassy,0.0
2028,1610737701-3494,https://www.wblivesurf.com/reports/page/446/,11.19.2012,Swell Size: Thigh/Waist/ Bigger Sets,9:53 AM / BY: sageisland,Water Surface: LightTexture,1.0
2029,1610739276-10100,https://www.wblivesurf.com/reports/page/33/,09.04.2020,Swell Size: Knee-Thigh High,3:34 PM / BY: surfreports,Water Surface: Bumpy,0.5
2030,1610738559-7432,https://www.wblivesurf.com/reports/page/200/,09.29.2018,Swell Size: Knee High Shorebreak,1:07 PM / BY: surfreports,Water Surface: Bumpy,0.0
2031,1610737595-2873,https://www.wblivesurf.com/reports/page/485/,10.03.2010,Swell Size: Thigh/Waist/Occ. Bigger,1:12 PM / BY: sageisland,Water Surface: Semi-Clean,1.5
2032,1610738614-7618,https://www.wblivesurf.com/reports/page/188/,11.18.2018,Swell Size: Thigh/Waist/Occ Stomach,12:49 PM / BY: surfreports,Water Surface: Texture/Slight Drift,2.0
2033,1610739127-9501,https://www.wblivesurf.com/reports/page/70/,03.11.2020,Swell Size: Knee High,4:00 PM / BY: surfreports,Water Surface: Choppy,0.5
2034,1610738672-7832,https://www.wblivesurf.com/reports/page/175/,01.09.2019,Swell Size: Ankle/Shin High,12:28 PM / BY: surfreports,Water Surface: Clean,0.0
2035,1610737770-3885,https://www.wblivesurf.com/reports/page/421/,07.22.2013,Swell Size: Thigh/Waist,12:47 PM / BY: sageisland,Water Surface: Clean/Light Bump,1.5
2036,1610738237-6316,https://www.wblivesurf.com/reports/page/270/,12.12.2017,Swell Size: Knee High,10:09 AM / BY: surfreports,Water Surface: Light Bump/Chop,0.5
2037,1610739123-9499,https://www.wblivesurf.com/reports/page/71/,03.04.2020,Swell Size: Thigh-Waist High/Maybe Bigger,10:16 AM / BY: surfreports,Water Surface: Light Texture,2.5
2038,1610737491-2257,https://www.wblivesurf.com/reports/page/523/,04.21.2009,Swell Size: Waist/Chest High,9:53 AM / BY: sageisland,Water Surface: Clean/Light Offshore,2.0
2039,1610737856-4385,https://www.wblivesurf.com/reports/page/390/,11.26.2014,Swell Size: Stomach-Chest High/Occ. Bigger Sets,9:57 AM / BY: sageisland,Water Surface: Clean,3.0
2040,1610737491-2259,https://www.wblivesurf.com/reports/page/523/,04.20.2009,Swell Size: Waist/Occ. Bigger,4:16 PM / BY: sageisland,Water Surface: Choppy,1.0
2041,1610738002-5109,https://www.wblivesurf.com/reports/page/345/,12.27.2015,Swell Size: Knee/Thigh/Occ. Waist,3:44 PM / BY: sageisland,Water Surface: Sideshore Texture,2.0
2042,1610738441-7027,https://www.wblivesurf.com/reports/page/225/,06.13.2018,Swell Size: Knee/Thigh High,3:40 PM / BY: surfreports,Water Surface: Light Bump,1.0
2043,1610739127-9515,https://www.wblivesurf.com/reports/page/70/,03.08.2020,Swell Size: Knee-Thigh High,11:51 AM / BY: surfreports,Water Surface: Light Texture/Drift,1.0
2044,1610739315-10283,https://www.wblivesurf.com/reports/page/22/,10.18.2020,Swell Size: Thigh-Waist High,12:10 PM / BY: surfreports,Water Surface: Bumpy/Drifty,1.5
2045,1610738966-8923,https://www.wblivesurf.com/reports/page/107/,10.10.2019,Swell Size: Knee/Thigh/Occ. Bigger,7:18 AM / BY: surfreports,Water Surface: Sideshore Bump,0.5
2046,1610737513-2386,https://www.wblivesurf.com/reports/page/515/,07.10.2009,Swell Size: Waist-Stomach/ Occ. Chest,1:07 PM / BY: sageisland,Water Surface: Choppy/ Clean Faces,1.0
2047,1610738225-6266,https://www.wblivesurf.com/reports/page/273/,11.30.2017,Swell Size: Knee High,3:31 PM / BY: surfreports,Water Surface: Clean,0.5
2048,1610738405-6887,https://www.wblivesurf.com/reports/page/234/,05.07.2018,Swell Size: Waist/Stomach/Occ Bigger,12:40 PM / BY: surfreports,Water Surface: Light Bump,2.5
2049,1610738420-6944,https://www.wblivesurf.com/reports/page/230/,05.25.2018,Swell Size: Knee High,10:04 AM / BY: surfreports,Water Surface: Light Bump,1.0
2050,1610738106-5618,https://www.wblivesurf.com/reports/page/313/,09.07.2016,Swell Size: Knee-Thigh High,12:43 PM / BY: sageisland,Water Surface: Light Texture,1.0
2051,1610738332-6631,https://www.wblivesurf.com/reports/page/250/,03.04.2018,Swell Size: Waist/Chest/Occ. Bigger,1:05 PM / BY: surfreports,Water Surface: Glassy,3.0
2052,1610739177-9728,https://www.wblivesurf.com/reports/page/56/,06.06.2020,Swell Size: Knee/Thigh/Occ. Bigger,6:21 AM / BY: surfreports,Water Surface: Pretty Clean,1.5
2053,1610738335-6643,https://www.wblivesurf.com/reports/page/249/,03.09.2018,Swell Size: Knee High,12:17 PM / BY: surfreports,Water Surface: Glassy,0.5
2054,1610737723-3628,https://www.wblivesurf.com/reports/page/438/,03.11.2013,Swell Size: Thigh/Waist/Occ. Bigger,12:59 PM / BY: sageisland,Water Surface: Light Chop,2.0
2055,1610738622-7651,https://www.wblivesurf.com/reports/page/186/,11.26.2018,Swell Size: Thigh/Occ. Waist,3:37 PM / BY: surfreports,Water Surface: Clean,1.5
2056,1610737391-1741,https://www.wblivesurf.com/reports/page/555/,09.01.2008,Swell Size: Stomach/Occ. Chest,6:36 AM / BY: sageisland,Water Surface: Choppy,1.5
2057,1610738398-6866,https://www.wblivesurf.com/reports/page/235/,05.04.2018,Swell Size: Ankle/Shin High,3:32 PM / BY: surfreports,Water Surface: Bumpy,0.0
2058,1610739361-10478,https://www.wblivesurf.com/reports/page/9/,12.13.2020,Swell Size: Knee High,3:14 PM / BY: surfreports,Water Surface: Fairly Clean,1.0
2059,1610737149-663,https://www.wblivesurf.com/reports/page/623/,12.06.2007,Swell Size: Knee-Thigh,4:30 PM / BY: sageisland,Water Surface: Choppy,0.5
2060,1610737600-2903,https://www.wblivesurf.com/reports/page/483/,12.01.2010,Swell Size: Chest/Occ. Head,12:32 PM / BY: sageisland,Water Surface: Light Bump/Chop/Clean faces,1.5
2061,1610737264-1012,https://www.wblivesurf.com/reports/page/601/,03.09.2008,Swell Size: Knee/Thigh/Bigger?,5:06 PM / BY: sageisland,Water Surface: Semi-clean,0.5
2062,1610739144-9585,https://www.wblivesurf.com/reports/page/65/,04.24.2020,Swell Size: Waist-Stomach High/Rare Bigger,11:43 AM / BY: surfreports,Water Surface: Light Bump/Drifty,3.0
2063,1610738739-8039,https://www.wblivesurf.com/reports/page/162/,03.02.2019,Swell Size: Knee High,4:09 PM / BY: surfreports,Water Surface: Light Bump,0.5
2064,1610738131-5762,https://www.wblivesurf.com/reports/page/304/,10.21.2016,Swell Size: Waist-Stomach High/Bigger Sets,10:08 AM / BY: sageisland,Water Surface: Clean,3.0
2065,1610737889-4584,https://www.wblivesurf.com/reports/page/378/,04.30.2015,Swell Size: Knee/Thigh/Occ. Bigger,12:25 PM / BY: sageisland,Water Surface: Semi-Clean,2.0
2066,1610738103-5598,https://www.wblivesurf.com/reports/page/314/,09.04.2016,Swell Size: Knee/Thigh/Occ. Waist High,12:45 PM / BY: sageisland,Water Surface: Light Onshore Bump,1.5
2067,1610738888-8607,https://www.wblivesurf.com/reports/page/126/,07.26.2019,Swell Size: Thigh-Waist High,1:03 PM / BY: surfreports,Water Surface: Bumpy,2.0
2068,1610737682-3375,https://www.wblivesurf.com/reports/page/453/,09.14.2012,Swell Size: Thigh/Waist,4:19 PM / BY: sageisland,Water Surface: Choppy,1.0
2069,1610737397-1783,https://www.wblivesurf.com/reports/page/553/,09.07.2008,Swell Size: Waist/Stomach/Occ. Chest,10:08 AM / BY: sageisland,Water Surface: Glassy,1.5
2070,1610738335-6647,https://www.wblivesurf.com/reports/page/249/,03.08.2018,Swell Size: Thigh/Occ Waist,12:05 PM / BY: surfreports,Water Surface: Clean,1.0
2071,1610738703-7930,https://www.wblivesurf.com/reports/page/169/,02.02.2019,Swell Size: Shin High Shore Break,7:30 AM / BY: surfreports,Water Surface: Light Texture,0.0
2072,1610738985-8996,https://www.wblivesurf.com/reports/page/102/,11.01.2019,Swell Size: Thigh/Waist Shorebreak,12:24 PM / BY: surfreports,Water Surface: Light Bump,1.0
2073,1610737353-1536,https://www.wblivesurf.com/reports/page/568/,07.05.2008,Swell Size: knee-thigh/occ. bigger,12:33 PM / BY: sageisland,Water Surface: semi clean,0.5
2074,1610738837-8402,https://www.wblivesurf.com/reports/page/139/,06.03.2019,Swell Size: Shin/Maybe Knee High,3:42 PM / BY: surfreports,Water Surface: Choppy,0.0
2075,1610738117-5685,https://www.wblivesurf.com/reports/page/309/,09.27.2016,Swell Size: Thigh-Waist High/Occ. Bigger,10:04 AM / BY: sageisland,Water Surface: Light Bump,2.0
2076,1610738057-5426,https://www.wblivesurf.com/reports/page/325/,06.06.2016,Swell Size: Knee-Thigh High,12:59 PM / BY: sageisland,Water Surface: Clean,1.5
2077,1610737174-806,https://www.wblivesurf.com/reports/page/614/,01.18.2008,Swell Size: Stomach-Chest/ Occ. Shoulder,12:38 PM / BY: sageisland,Water Surface: Glassy,2.0
2078,1610738233-6299,https://www.wblivesurf.com/reports/page/271/,12.08.2017,Swell Size: Knee-Thigh High,12:35 PM / BY: surfreports,Water Surface: Bumpy,1.0
2079,1610739083-9316,https://www.wblivesurf.com/reports/page/82/,01.22.2020,Swell Size: hip/stomach/occ+,7:44 AM / BY: surfreports,Water Surface: chop/drift,0.5
